event_index,event_name,marker_code,trial_id,class_name,sample_index,absolute_sample_index,elapsed_sec,iso_time
307,baseline_end,111,39,feet,112297,113061,449.1716682999977,2026-03-29T22:01:12.145
308,cue_feet,303,39,feet,112298,113062,449.1717847999971,2026-03-29T22:01:12.145
309,imagery_feet,313,39,feet,112673,113437,450.6944902000032,2026-03-29T22:01:13.668
310,imagery_end,320,39,feet,113694,114458,454.747349199999,2026-03-29T22:01:17.721
311,iti_start,330,39,feet,113695,114459,454.74749560000055,2026-03-29T22:01:17.721
312,trial_end,210,39,feet,114212,114976,456.8270016000024,2026-03-29T22:01:19.801
313,trial_start,200,40,tongue,114213,114977,456.82732589999796,2026-03-29T22:01:19.801
314,baseline_start,110,40,tongue,114214,114978,456.8273764999976,2026-03-29T22:01:19.801
315,baseline_end,111,40,tongue,115223,115987,460.8705989000009,2026-03-29T22:01:23.844
316,cue_tongue,304,40,tongue,115224,115988,460.87071119999746,2026-03-29T22:01:23.844
317,imagery_tongue,314,40,tongue,115608,116372,462.397913599998,2026-03-29T22:01:25.372
318,imagery_end,320,40,tongue,116613,117377,466.45175069999823,2026-03-29T22:01:29.425
319,iti_start,330,40,tongue,116614,117378,466.45186860000103,2026-03-29T22:01:29.426
320,trial_end,210,40,tongue,117137,117901,468.52840370000195,2026-03-29T22:01:31.502
321,session_end,101,,,117138,117902,468.52865700000257,2026-03-29T22:01:31.502
